"Complete_Date","Month","Year","State","City","CHighSchoolLevel","CPovertyLevel","CHouseholdIncome","CShareWhite","CShareBlack","CShareNativeAmerican","CShareAsian","CShareHispanic","Age","Age_Group","Weapon","Weapon_Category","Race","MentalIllness","Gender","NumberOfShootings"
"2005-06-08","June","2005","MASSACHUSETTS","FALL RIVER","71.4","23.2","35213","87","3.9","0.3","2.6","7.4","33","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-06-09","June","2005","CALIFORNIA","CHIRIACO SUMMIT","0","0","0","0","0","0","0","0","19","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-06-09","June","2005","LOUISIANA","NEW ORLEANS","85.2","27","36792","33","60.2","0.3","2.9","5.2","33","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-06-09","June","2005","TEXAS","AUSTIN","87.5","18","57689","68.3","8.1","0.9","6.3","35.1","18","ADULTS","UNARMED","UNARMED","UNKNOWN","FALSE","MALE","1"
"2005-06-10","June","2005","CALIFORNIA","LA QUINTA","89.6","9.6","71091","78.7","1.9","0.6","3.1","30.3","30","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-06-10","June","2005","FLORIDA","TAMPA","86.6","21.8","44185","62.9","26.2","0.4","3.4","23.1","18","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-06-11","June","2005","FLORIDA","WEST PARK","77.7","20.4","37908","32.8","57.9","0.4","1","28.9","48","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-06-12","June","2005","FLORIDA","MIAMI","73.2","28.3","31051","72.6","19.2","0.3","1","70","29","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-06-13","June","2005","ARIZONA","MESA","87.5","16.5","48809","77.1","3.5","2.4","1.9","26.4","19","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-06-13","June","2005","FLORIDA","PALATKA","77.8","43.2","20837","46.3","49.8","0.3","0.6","4.6","32","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-06-14","June","2005","FLORIDA","ORLANDO","89.5","20.2","42318","57.6","28.1","0.4","3.8","25.4","44","ADULTS","KNIFE","MELEE","UNKNOWN","TRUE","MALE","1"
"2005-06-14","June","2005","TEXAS","WACO","79.2","29","33147","59.2","21.5","0.6","1.8","29.6","62","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2005-06-16","June","2005","WYOMING","GILLETTE","90.4","9","74165","92.2","0.4","1.2","0.7","9.5","42","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","FEMALE","1"
"2005-06-17","June","2005","TEXAS","DECATUR","84.5","18.7","46161","85.1","1.6","0.6","0.8","30.2","37","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-06-18","June","2005","CALIFORNIA","FRESNO","75.2","29.8","41531","49.6","8.3","1.7","12.6","46.9","21","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-06-18","June","2005","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","32","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","FEMALE","1"
"2005-06-20","June","2005","WASHINGTON","SEATTLE","93.4","13.5","70594","69.5","7.9","0.8","13.8","6.6","52","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-06-21","June","2005","NEVADA","HENDERSON","92.7","9.8","63120","76.9","5.1","0.7","7.2","14.9","47","ADULTS","GUN","RANGED","WHITE","FALSE","FEMALE","1"
"2005-06-22","June","2005","FLORIDA","LAKE MARY","93.3","6.4","85100","84.5","5","0.3","6","10.2","48","ADULTS","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2005-06-22","June","2005","MARYLAND","FREDERICK","89.2","11.4","64700","63.9","18.6","0.5","5.8","14.4","68","ELDERLY","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-06-23","June","2005","CALIFORNIA","VISALIA","82.7","21.3","52157","64.5","2.1","1.4","5.4","46","32","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-06-23","June","2005","TEXAS","BIG SANDY","74.3","18.1","35625","82.7","13.2","0.2","0.5","5.4","25","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2005-06-24","June","2005","FLORIDA","MIAMI GARDENS","80.3","23.1","38253","18.3","76.3","0.2","0.6","22","33","ADULTS","UNKNOWN","UNKNOWN","BLACK","TRUE","MALE","1"
"2005-06-24","June","2005","MONTANA","BILLINGS","92.8","12.8","51012","89.6","0.8","4.4","0.7","5.2","58","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-06-24","June","2005","NEVADA","LAS VEGAS","83.3","17.5","50202","62.1","11.1","0.7","6.1","31.5","19","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2005-06-24","June","2005","TEXAS","FORT WORTH","80.8","18.8","53214","61.1","18.9","0.6","3.7","34.1","35","ADULTS","GUN","RANGED","UNKNOWN","TRUE","FEMALE","1"
"2005-06-25","June","2005","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","24","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-06-25","June","2005","OREGON","SPRINGFIELD","86.2","21.5","39729","85.9","1.1","1.4","1.3","12.1","15","TEENAGERS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2005-06-26","June","2005","WASHINGTON","MILL CREEK","96.9","6.4","86965","74.2","2.2","0.5","16.7","5.6","19","ADULTS","KNIFE","MELEE","BLACK","TRUE","MALE","1"
"2005-06-29","June","2005","CALIFORNIA","PALMDALE","74.2","21.3","52392","49","14.8","0.9","4.3","54.4","29","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-06-29","June","2005","CALIFORNIA","WEST HOLLYWOOD","95.4","15.3","56317","84.2","3.2","0.3","5.4","10.5","44","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-07-01","July","2005","ARIZONA","GLENDALE","83.6","21.7","46776","67.8","6","1.7","3.9","35.5","30","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-01","July","2005","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","0","UNKNOWN","GUN","RANGED","UNKNOWN","FALSE","UNKNOWN","1"
"2005-07-01","July","2005","CALIFORNIA","DINUBA","58.6","28.6","36860","52","0.7","0.9","2.1","84.4","38","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-01","July","2005","NEVADA","WADSWORTH","87.5","37","27917","24.8","0.2","70.7","0.4","9","24","ADULTS","GUN","RANGED","NATIVE","FALSE","MALE","1"
"2005-07-01","July","2005","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","29","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-07-02","July","2005","CALIFORNIA","SACRAMENTO","83.4","22","50739","45","14.6","1.1","18.3","26.9","37","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","TRUE","MALE","1"
"2005-07-03","July","2005","ALASKA","NORTH POLE","92.1","7.5","70536","79.6","5.4","3.4","4","6.1","49","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-03","July","2005","CALIFORNIA","FRESNO","75.2","29.8","41531","49.6","8.3","1.7","12.6","46.9","31","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2005-07-03","July","2005","COLORADO","LOCHBUIE","72.1","20.8","49415","78.5","1.1","1.3","0.8","31.8","39","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","FEMALE","1"
"2005-07-04","July","2005","CALIFORNIA","EMERYVILLE","96.9","11.9","77806","44.5","17.5","0.4","27.5","9.2","23","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-04","July","2005","CALIFORNIA","FONTANA","72.5","16.1","64824","47.4","10","1","6.6","66.8","26","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-05","July","2005","MONTANA","BUTTE","0","0","0","0","0","0","0","0","42","ADULTS","KNIFE","MELEE","UNKNOWN","TRUE","MALE","1"
"2005-07-06","July","2005","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","33","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2005-07-07","July","2005","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","26","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-07-07","July","2005","UTAH","WEST VALLEY CITY","77.2","18.8","52534","65.4","2","1.3","5","33.1","59","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-08","July","2005","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","35","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-07-08","July","2005","FLORIDA","SARASOTA","88.3","19.5","43244","75.4","15.1","0.4","1.3","16.6","44","ADULTS","UNARMED","UNARMED","UNKNOWN","FALSE","MALE","1"
"2005-07-08","July","2005","NORTH CAROLINA","DURHAM","87.1","19.2","50420","42.5","41","0.5","5.1","14.2","25","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2005-07-10","July","2005","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","35","ADULTS","GUN","RANGED","HISPANIC","TRUE","MALE","1"
"2005-07-10","July","2005","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","1","CHILDREN","GUN","RANGED","HISPANIC","TRUE","FEMALE","1"
"2005-07-10","July","2005","TEXAS","EULESS","90.3","12.2","54974","66","10.7","0.6","10.3","19","17","TEENAGERS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-07-12","July","2005","ARIZONA","TUCSON","84.2","25.3","37149","69.7","5","2.7","2.9","41.6","19","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-07-14","July","2005","CALIFORNIA","VAN NUYS","0","0","0","0","0","0","0","0","19","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-07-15","July","2005","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","37","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-07-15","July","2005","CALIFORNIA","BELL GARDENS","44.3","28.1","37882","49.5","0.9","1.1","0.6","95.7","22","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-07-15","July","2005","LOUISIANA","WESTLAKE","86.6","14.7","49750","77.2","19.7","0.5","0.3","3.3","0","UNKNOWN","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2005-07-15","July","2005","MISSISSIPPI","NATCHEZ","84.4","31.9","28549","39.6","58.3","0.2","0.4","1.1","35","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-07-16","July","2005","CALIFORNIA","SANTA ROSA","85.7","12.6","61050","71","2.4","1.7","5.2","28.6","31","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","TRUE","MALE","1"
"2005-07-17","July","2005","FLORIDA","WEST PALM BEACH","84.4","20","45800","56.7","32.5","0.5","2.3","22.6","40","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-07-17","July","2005","TEXAS","SAN ANTONIO","81.4","19.8","46744","72.6","6.9","0.9","2.4","63.2","44","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2005-07-19","July","2005","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","21","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-07-19","July","2005","INDIANA","FORT WAYNE","88.3","19","43774","73.6","15.4","0.4","3.3","8","28","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2005-07-19","July","2005","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","0","UNKNOWN","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2005-07-20","July","2005","CALIFORNIA","TORRANCE","93.5","7","79549","51.1","2.7","0.4","34.5","16.1","36","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-07-20","July","2005","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","41","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-07-21","July","2005","ARIZONA","CASA GRANDE","86.4","16.9","44348","67.3","4.6","4.6","1.8","39","23","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-07-21","July","2005","FLORIDA","LAKE WORTH","70.6","27.1","36739","60","19.8","5.6","1","39.6","37","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-23","July","2005","COLORADO","COMMERCE CITY","80.1","15.6","66053","69.1","3.1","1.5","2.2","46.8","24","ADULTS","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2005-07-25","July","2005","ALABAMA","HUNTSVILLE","90.2","18.2","48775","60.3","31.2","0.6","2.4","5.8","33","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-07-25","July","2005","CALIFORNIA","JANESVILLE","92.4","6","73611","91.1","0.9","2.3","0.8","8.4","0","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-25","July","2005","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","33","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","TRUE","MALE","1"
"2005-07-25","July","2005","TEXAS","WEBSTER","83.5","17.6","44758","59.6","13.6","0.7","4.5","34","26","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2005-07-27","July","2005","NEW YORK","QUEENS","0","0","0","0","0","0","0","0","35","ADULTS","UNKNOWN","UNKNOWN","BLACK","TRUE","MALE","1"
"2005-07-28","July","2005","CALIFORNIA","BAKERSFIELD","79.6","19.8","57095","56.8","8.2","1.5","6.2","45.5","28","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-07-28","July","2005","CALIFORNIA","VISTA","76.9","17.8","50601","63.5","3.3","1.2","4.2","48.4","32","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-07-29","July","2005","CALIFORNIA","COVINA","86","10.9","64813","58.5","4.2","1.1","11.9","52.4","49","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-07-29","July","2005","CALIFORNIA","FREMONT","92.3","6.1","105355","32.8","3.3","0.5","50.6","14.8","33","ADULTS","UNKNOWN","UNKNOWN","WHITE","TRUE","MALE","1"
"2005-07-29","July","2005","CALIFORNIA","VISTA","76.9","17.8","50601","63.5","3.3","1.2","4.2","48.4","26","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-07-29","July","2005","NORTH CAROLINA","WILMINGTON","90.3","23.4","42128","73.5","19.9","0.5","1.2","6.1","21","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2005-07-30","July","2005","OREGON","CRATER LAKE","0","0","0","0","0","0","0","0","38","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-08-01","August","2005","CALIFORNIA","FREMONT","92.3","6.1","105355","32.8","3.3","0.5","50.6","14.8","36","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-08-01","August","2005","CALIFORNIA","SAN JOSE","82.7","11.3","84647","42.8","3.2","0.9","32","33.2","33","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2005-08-01","August","2005","CALIFORNIA","VISTA","76.9","17.8","50601","63.5","3.3","1.2","4.2","48.4","23","ADULTS","UNARMED","UNARMED","HISPANIC","FALSE","MALE","1"
"2005-08-01","August","2005","MINNESOTA","MINNEAPOLIS","88.6","21.9","51480","63.8","18.6","2","5.6","10.5","47","ADULTS","KNIFE","MELEE","WHITE","FALSE","MALE","1"
"2005-08-02","August","2005","FLORIDA","MIAMI","73.2","28.3","31051","72.6","19.2","0.3","1","70","21","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-04","August","2005","CALIFORNIA","SACRAMENTO","83.4","22","50739","45","14.6","1.1","18.3","26.9","44","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2005-08-04","August","2005","MISSISSIPPI","INDIANOLA","75.8","33.2","26544","18.7","79.4","0.2","0.5","1.6","34","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","FEMALE","1"
"2005-08-05","August","2005","ARIZONA","GLENDALE","83.6","21.7","46776","67.8","6","1.7","3.9","35.5","38","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-05","August","2005","CALIFORNIA","LOS GATOS","97.2","5.6","126122","81.8","0.9","0.3","10.9","7.2","33","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-05","August","2005","COLORADO","COLORADO SPRINGS","93.1","13.4","54527","78.8","6.3","1","3","16.1","20","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-05","August","2005","FLORIDA","SUNRISE","88.1","13.1","49806","56.4","31.8","0.3","4.1","25.6","23","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-05","August","2005","FLORIDA","WEST PALM BEACH","84.4","20","45800","56.7","32.5","0.5","2.3","22.6","40","ADULTS","UNARMED","UNARMED","UNKNOWN","FALSE","MALE","1"
"2005-08-08","August","2005","CALIFORNIA","LANCASTER","81.4","23.5","47225","49.6","20.5","1","4.3","38","26","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-08-08","August","2005","CALIFORNIA","VALLEJO","87.4","18.3","57028","32.8","22.1","0.7","24.9","22.6","30","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-08","August","2005","ILLINOIS","CHICAGO","82.3","22.3","48522","45","32.9","0.5","5.5","28.9","25","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-09","August","2005","CALIFORNIA","HAYWARD","80.1","13.4","65096","34.2","11.9","1","22","40.7","22","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-09","August","2005","TEXAS","CELINA","95.6","12.1","91506","86.9","4","1","0.6","20.5","37","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-10","August","2005","CALIFORNIA","OCEANSIDE","85.7","14.1","57703","65.2","4.7","0.8","6.6","35.9","35","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2005-08-10","August","2005","LOUISIANA","BATON ROUGE","86.7","25.6","39876","39.4","54.5","0.2","3.3","3.3","25","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-08-10","August","2005","OREGON","ELMIRA","0","0","0","0","0","0","0","0","49","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-10","August","2005","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","52","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-11","August","2005","CALIFORNIA","DUBLIN","92","4","118773","51.3","9.4","0.5","26.8","14.5","49","ADULTS","GUN","RANGED","ASIAN","FALSE","MALE","1"
"2005-08-11","August","2005","CALIFORNIA","DUBLIN","92","4","118773","51.3","9.4","0.5","26.8","14.5","61","ADULTS","KNIFE","MELEE","ASIAN","FALSE","MALE","1"
"2005-08-11","August","2005","CALIFORNIA","INDIO","73.7","19.5","50525","61.5","2.4","1","2.2","67.8","35","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-08-11","August","2005","NEW YORK","SEAFORD","94.9","2.9","106795","95.4","0.5","0.1","2.2","5","52","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-13","August","2005","ARIZONA","MESA","87.5","16.5","48809","77.1","3.5","2.4","1.9","26.4","32","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-13","August","2005","ARIZONA","TUCSON","84.2","25.3","37149","69.7","5","2.7","2.9","41.6","50","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-14","August","2005","CALIFORNIA","LINCOLN ACRES","0","0","0","0","0","0","0","0","39","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2005-08-15","August","2005","CALIFORNIA","BLOOMINGTON","58.8","22","46792","54.5","2.7","1.3","1.4","81","22","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-15","August","2005","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","39","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2005-08-15","August","2005","LOUISIANA","ALEXANDRIA","81.7","25.8","34579","38.3","57.3","0.4","1.8","1.8","38","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-16","August","2005","CONNECTICUT","COVENTRY","92.6","3.9","79083","95.5","0.8","0.3","0.9","2.6","46","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-08-18","August","2005","COLORADO","BELLVUE","0","0","0","0","0","0","0","0","50","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2005-08-19","August","2005","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","39","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-08-19","August","2005","CALIFORNIA","MORENO VALLEY","75.2","19.3","54590","41.9","18","0.9","6.1","54.4","23","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-19","August","2005","MONTANA","BILLINGS","92.8","12.8","51012","89.6","0.8","4.4","0.7","5.2","25","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-08-19","August","2005","TEXAS","DUNCANVILLE","83.3","12.7","53750","50.4","29.8","0.7","1.7","35","22","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2005-08-21","August","2005","CALIFORNIA","GOSHEN","48.2","29.6","35972","39.5","2.5","3","0.4","82.6","21","ADULTS","GUN","RANGED","ASIAN","FALSE","MALE","1"
"2005-08-21","August","2005","CALIFORNIA","OXNARD","65.6","16.6","60621","48.2","2.9","1.5","7.4","73.5","39","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-24","August","2005","ALABAMA","DOTHAN","86.2","19.1","42426","63.1","32.5","0.4","1.1","2.9","27","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-25","August","2005","CONNECTICUT","BRIDGEPORT","75.6","22.9","41801","39.6","34.6","0.5","3.4","38.2","24","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2005-08-25","August","2005","ILLINOIS","CHICAGO","82.3","22.3","48522","45","32.9","0.5","5.5","28.9","27","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-08-26","August","2005","CALIFORNIA","RIALTO","67.4","19.7","50971","44","16.4","1.1","2.3","67.6","20","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-08-26","August","2005","FLORIDA","STUART","91.6","19.2","36514","80","12","0.3","1.1","12.3","31","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-08-28","August","2005","NORTH CAROLINA","RALEIGH","90.5","16","55398","57.5","29.3","0.5","4.3","11.4","42","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2005-08-29","August","2005","CALIFORNIA","LONG BEACH","79.4","20.6","52783","46.1","13.5","0.7","12.9","40.8","45","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","FEMALE","1"
"2005-08-31","August","2005","CALIFORNIA","BRENTWOOD","90.6","7.3","92589","67.9","6.6","0.6","7.9","26.8","30","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2005-08-31","August","2005","CALIFORNIA","NEWBERRY SPRINGS","0","0","0","0","0","0","0","0","31","ADULTS","GUN","RANGED","UNKNOWN","FALSE","FEMALE","1"
"2005-09-01","September","2005","OHIO","CLEVELAND","77.4","36.2","26150","37.3","53.3","0.3","1.8","10","15","TEENAGERS","KNIFE","MELEE","BLACK","FALSE","MALE","1"
"2005-09-02","September","2005","LOUISIANA","ALGIERS","0","0","0","0","0","0","0","0","31","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2005-09-02","September","2005","LOUISIANA","NEW ORLEANS","85.2","27","36792","33","60.2","0.3","2.9","5.2","45","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2005-09-03","September","2005","LOUISIANA","NEW ORLEANS","85.2","27","36792","33","60.2","0.3","2.9","5.2","41","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2005-09-03","September","2005","TEXAS","MCALLEN","73.5","26.1","44254","83.9","0.9","0.4","2.6","84.6","56","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2005-09-04","September","2005","LOUISIANA","NEW ORLEANS","85.2","27","36792","33","60.2","0.3","2.9","5.2","40","ADULTS","GUN","RANGED","BLACK","TRUE","MALE","1"
"2005-09-04","September","2005","LOUISIANA","NEW ORLEANS","85.2","27","36792","33","60.2","0.3","2.9","5.2","17","TEENAGERS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2005-09-06","September","2005","CALIFORNIA","SAN JOSE","82.7","11.3","84647","42.8","3.2","0.9","32","33.2","36","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2005-09-06","September","2005","CALIFORNIA","SOLEDAD","53.5","19.7","51161","49.1","11.4","1.4","2.9","71.1","35","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2005-09-07","September","2005","ARIZONA","SCOTTSDALE","96.2","9.5","73288","89.3","1.7","0.8","3.3","8.8","26","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2005-09-07","September","2005","CALIFORNIA","CAMPBELL","93.8","6.2","96906","66.9","2.9","0.7","16.1","18.4","24","ADULTS","KNIFE","MELEE","WHITE","TRUE","MALE","1"
"2005-09-07","September","2005","CALIFORNIA","HAWTHORNE","73.8","20.1","44504","32.8","27.7","0.7","6.7","52.9","27","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2005-09-08","September","2005","CALIFORNIA","EAST RANCHO DOMINGUEZ","52.7","23.8","44127","31.5","15.9","0.9","0.2","82","34","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
