"Complete_Date","Month","Year","State","City","CHighSchoolLevel","CPovertyLevel","CHouseholdIncome","CShareWhite","CShareBlack","CShareNativeAmerican","CShareAsian","CShareHispanic","Age","Age_Group","Weapon","Weapon_Category","Race","MentalIllness","Gender","NumberOfShootings"
"2000-01-05","January","2000","ALABAMA","DOTHAN","86.2","19.1","42426","63.1","32.5","0.4","1.1","2.9","45","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-01-06","January","2000","CALIFORNIA","MUSCOY","44.9","33.5","36108","41.9","4.3","1.2","0.9","82.9","31","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-01-06","January","2000","NORTH CAROLINA","CHARLOTTE","88.4","16.8","53637","50","35","0.5","5","13.1","23","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-01-09","January","2000","CALIFORNIA","MORENO VALLEY","75.2","19.3","54590","41.9","18","0.9","6.1","54.4","24","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-01-10","January","2000","PENNSYLVANIA","BALA CYWYD","0","0","0","0","0","0","0","0","26","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-01-11","January","2000","FLORIDA","TAMPA","86.6","21.8","44185","62.9","26.2","0.4","3.4","23.1","17","TEENAGERS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-01-12","January","2000","TEXAS","GARLAND","76.3","17.2","51970","57.5","14.5","0.8","9.4","37.8","0","UNKNOWN","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2000-01-13","January","2000","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","44","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-01-14","January","2000","CALIFORNIA","MODESTO","81.2","20.5","48577","65","4.2","1.2","6.7","35.5","41","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-01-15","January","2000","CALIFORNIA","NORTH TUSTIN","97.3","3.1","124248","83.6","0.6","0.4","8","13.1","25","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-01-17","January","2000","NEVADA","RENO","85.7","18.3","47012","74.2","2.9","1.3","6.3","24.3","21","ADULTS","UNKNOWN","UNKNOWN","WHITE","TRUE","MALE","1"
"2000-01-17","January","2000","NEW YORK","ASTORIA","0","0","0","0","0","0","0","0","28","ADULTS","KNIFE","MELEE","WHITE","TRUE","MALE","1"
"2000-01-19","January","2000","GEORGIA","ATLANTA","89","24.6","47527","38.4","54","0.2","3.1","5.2","0","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-01-20","January","2000","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","26","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-01-21","January","2000","MAINE","SUMNER","0","0","0","0","0","0","0","0","32","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-01-22","January","2000","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","31","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-01-28","January","2000","CALIFORNIA","OAKLAND","80.4","20.4","54618","34.5","28","0.8","16.8","25.4","26","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-01-28","January","2000","NEW JERSEY","JERSEY CITY","85.5","19.3","59537","32.7","25.8","0.5","23.7","27.6","15","TEENAGERS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2000-01-28","January","2000","RHODE ISLAND","PROVIDENCE","74.2","29.1","37501","49.8","16","1.4","6.4","38.1","29","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2000-01-29","January","2000","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","20","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-01-29","January","2000","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","25","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-01-31","January","2000","CALIFORNIA","LONG BEACH","79.4","20.6","52783","46.1","13.5","0.7","12.9","40.8","35","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-01-31","January","2000","FLORIDA","POMPANO BEACH","82.8","23.4","41321","62.6","28.9","0.3","1.3","17.5","33","ADULTS","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2000-02-01","February","2000","FLORIDA","BOCA RATON","96","10","70638","88.5","5.2","0.2","2.4","11.9","31","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-02-01","February","2000","MICHIGAN","SOUTHGATE","88.6","11.1","50280","88.7","5.5","0.5","1.6","6.5","0","UNKNOWN","GUN","RANGED","UNKNOWN","FALSE","MALE","2"
"2000-02-01","February","2000","MISSISSIPPI","PICAYUNE","83.8","23.7","34923","59.3","36.7","0.3","0.6","3.1","22","ADULTS","KNIFE","MELEE","WHITE","TRUE","MALE","1"
"2000-02-02","February","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","22","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-02-03","February","2000","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","20","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","FEMALE","1"
"2000-02-03","February","2000","LOUISIANA","FRANKLIN","78.9","29.5","29964","40.1","56.2","1.1","0.7","1.9","43","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-02-03","February","2000","MARYLAND","LAUREL","87.5","9.9","68517","30.1","48.9","0.4","9.2","15.5","26","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-02-04","February","2000","CALIFORNIA","STOCKTON","74.9","25.3","44797","37","12.2","1.1","21.5","40.3","88","ELDERLY","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-02-05","February","2000","CALIFORNIA","MATHER","89.7","6.7","79784","55.7","8.8","0.9","19.1","15.8","40","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-02-05","February","2000","NEVADA","LAS VEGAS","83.3","17.5","50202","62.1","11.1","0.7","6.1","31.5","23","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2000-02-05","February","2000","NEW YORK","QUEENS","0","0","0","0","0","0","0","0","37","ADULTS","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2000-02-06","February","2000","COLORADO","WESTMINSTER","91","9","67081","82","1.4","0.9","5.4","20.7","37","ADULTS","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2000-02-07","February","2000","CALIFORNIA","HEMET","79.5","26","33989","67.7","6.4","1.6","3","35.8","85","ELDERLY","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-02-07","February","2000","CALIFORNIA","PICO RIVERA","68.2","13.7","55752","59.4","1","1.4","2.6","91.2","25","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-02-07","February","2000","COLORADO","COLORADO SPRINGS","93.1","13.4","54527","78.8","6.3","1","3","16.1","56","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-02-08","February","2000","CALIFORNIA","MONTROSE","0","0","0","0","0","0","0","0","50","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-02-08","February","2000","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","42","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-02-11","February","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","24","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2000-02-15","February","2000","MISSISSIPPI","MERIDIAN","85.5","32.9","30355","35.7","61.6","0.3","0.9","1.7","17","TEENAGERS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-02-15","February","2000","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","29","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-02-18","February","2000","CALIFORNIA","FRESNO","75.2","29.8","41531","49.6","8.3","1.7","12.6","46.9","43","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-02-18","February","2000","CALIFORNIA","MONTEBELLO","71.7","14","45875","53.8","0.9","1","11","79.3","20","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-02-19","February","2000","CALIFORNIA","LAKE FOREST","91.9","7.4","91254","70.3","1.7","0.5","13.1","24.6","27","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","FEMALE","1"
"2000-02-21","February","2000","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","29","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-02-21","February","2000","FLORIDA","MIAMI","73.2","28.3","31051","72.6","19.2","0.3","1","70","46","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-02-24","February","2000","FLORIDA","CLEARWATER","89.3","16","44198","79.8","10.9","0.5","2.1","14.2","29","ADULTS","UNARMED","UNARMED","UNKNOWN","FALSE","MALE","1"
"2000-02-26","February","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","42","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-02-28","February","2000","CALIFORNIA","DALY CITY","85.4","9.7","74449","23.6","3.6","0.4","55.6","23.7","40","ADULTS","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2000-02-29","February","2000","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","40","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-02-29","February","2000","ILLINOIS","CHICAGO","82.3","22.3","48522","45","32.9","0.5","5.5","28.9","21","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-03-01","March","2000","NEW YORK","BRONX","0","0","0","0","0","0","0","0","23","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-03-04","March","2000","CALIFORNIA","SAN JOSE","82.7","11.3","84647","42.8","3.2","0.9","32","33.2","29","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-03-05","March","2000","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","23","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2000-03-09","March","2000","ALABAMA","PLEASANT GROVE","91.1","6.4","63302","53.7","44.8","0.3","0.2","0.6","74","ELDERLY","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-03-09","March","2000","CALIFORNIA","SAN DIEGO","87.3","15.4","66116","58.9","6.7","0.6","15.9","28.8","0","UNKNOWN","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-03-15","March","2000","CALIFORNIA","SAN BERNARDINO","68.2","33.4","37047","45.6","15","1.3","4","60","46","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-03-16","March","2000","ILLINOIS","CHICAGO","82.3","22.3","48522","45","32.9","0.5","5.5","28.9","40","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-03-16","March","2000","NEW YORK","NEW YORK","80.3","20.6","53373","44","25.5","0.7","12.7","28.6","26","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2000-03-17","March","2000","LOUISIANA","NEW ORLEANS","85.2","27","36792","33","60.2","0.3","2.9","5.2","23","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-03-21","March","2000","MARYLAND","BALTIMORE","82.5","23.7","42241","29.6","63.7","0.4","2.3","4.2","31","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-03-22","March","2000","TEXAS","PASADENA","71.5","19.9","48004","75.3","2.3","0.7","2.1","62.2","0","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-03-24","March","2000","TEXAS","SAN ANTONIO","81.4","19.8","46744","72.6","6.9","0.9","2.4","63.2","20","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-03-29","March","2000","CALIFORNIA","GRIDLEY","69.2","21.6","35455","65.1","0.8","1.5","3.8","45.6","18","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-03-30","March","2000","FLORIDA","JACKSONVILLE","88.2","17.7","46764","59.4","30.7","0.4","4.3","7.7","30","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-03-31","March","2000","ALABAMA","TOWN CREEK","83.2","29.6","28382","52.4","36","2.1","0.1","6.5","34","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2000-03-31","March","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","26","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-03-31","March","2000","NEW YORK","BROOKLYN","0","0","0","0","0","0","0","0","19","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2000-03-31","March","2000","NEW YORK","BROOKLYN","0","0","0","0","0","0","0","0","17","TEENAGERS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2000-03-31","March","2000","UTAH","SALT LAKE CITY","87.4","20.3","47243","75.1","2.7","1.2","4.4","22.3","28","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-04-03","April","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","23","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-04-05","April","2000","CALIFORNIA","SACRAMENTO","83.4","22","50739","45","14.6","1.1","18.3","26.9","43","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-04-06","April","2000","CALIFORNIA","OAKLAND","80.4","20.4","54618","34.5","28","0.8","16.8","25.4","40","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-04-06","April","2000","CALIFORNIA","TURLOCK","81.2","17.5","51401","69.8","1.7","0.9","5.6","36.4","38","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-04-08","April","2000","MISSISSIPPI","GULFPORT","84.5","25.5","36474","56.9","36.1","0.4","1.7","5.2","20","ADULTS","GUN","RANGED","BLACK","TRUE","MALE","1"
"2000-04-08","April","2000","VERMONT","POWNAL","0","0","0","0","0","0","0","0","47","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-04-09","April","2000","COLORADO","COLORADO SPRINGS","93.1","13.4","54527","78.8","6.3","1","3","16.1","28","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-04-10","April","2000","CALIFORNIA","SANTA ANA","54.8","22.1","52253","45.9","1.5","1","10.5","78.2","34","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-04-10","April","2000","CALIFORNIA","WINDSOR","86.8","4.1","85291","73.9","0.8","2.2","3","31.8","31","ADULTS","GUN","RANGED","UNKNOWN","TRUE","FEMALE","1"
"2000-04-10","April","2000","TENNESSEE","CHATTANOOGA","85.2","22.6","40177","58","34.9","0.4","2","5.5","29","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-04-12","April","2000","CALIFORNIA","BERKELEY","95.7","20.4","66237","59.5","10","0.4","19.3","10.8","23","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-04-12","April","2000","NEW YORK","BROOKLYN","0","0","0","0","0","0","0","0","17","TEENAGERS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-04-12","April","2000","WASHINGTON","SEATTLE","93.4","13.5","70594","69.5","7.9","0.8","13.8","6.6","40","ADULTS","KNIFE","MELEE","BLACK","FALSE","MALE","1"
"2000-04-16","April","2000","TEXAS","LEVELLAND","77.9","15.4","48802","75.5","5.1","0.9","0.4","48.2","19","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-04-18","April","2000","ALASKA","ANCHORAGE","93","8.2","78326","66","5.6","7.9","8.1","7.6","31","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-04-19","April","2000","TEXAS","HOUSTON","76.7","22.5","46187","50.5","23.7","0.7","6","43.8","49","ADULTS","KNIFE","MELEE","WHITE","TRUE","MALE","1"
"2000-04-22","April","2000","NEW YORK","QUEENS","0","0","0","0","0","0","0","0","43","ADULTS","KNIFE","MELEE","UNKNOWN","TRUE","MALE","1"
"2000-04-23","April","2000","ARIZONA","PHOENIX","80.7","23.1","47326","65.9","6.5","2.2","3.2","40.8","46","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-04-26","April","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","17","TEENAGERS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-04-26","April","2000","CALIFORNIA","LYNWOOD","52.8","25.3","43109","39.3","10.3","0.7","0.7","86.6","22","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-04-26","April","2000","WASHINGTON","SEATTLE","93.4","13.5","70594","69.5","7.9","0.8","13.8","6.6","17","TEENAGERS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-04-28","April","2000","CALIFORNIA","LONG BEACH","79.4","20.6","52783","46.1","13.5","0.7","12.9","40.8","30","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-04-30","April","2000","CALIFORNIA","LONG BEACH","79.4","20.6","52783","46.1","13.5","0.7","12.9","40.8","33","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-04-30","April","2000","COLORADO","DENVER","86.1","17.3","53637","68.9","10.2","1.4","3.4","31.8","43","ADULTS","KNIFE","MELEE","HISPANIC","FALSE","MALE","1"
"2000-05-01","May","2000","CALIFORNIA","STOCKTON","74.9","25.3","44797","37","12.2","1.1","21.5","40.3","37","ADULTS","TOY WEAPON","HARMLESS","UNKNOWN","TRUE","MALE","1"
"2000-05-03","May","2000","ILLINOIS","CHICAGO","82.3","22.3","48522","45","32.9","0.5","5.5","28.9","39","ADULTS","KNIFE","MELEE","UNKNOWN","TRUE","MALE","1"
"2000-05-04","May","2000","CALIFORNIA","ALAMEDA","91.3","9.8","79312","50.8","6.4","0.6","31.2","11","44","ADULTS","UNKNOWN","UNKNOWN","ASIAN","FALSE","FEMALE","1"
"2000-05-04","May","2000","CALIFORNIA","ROHNERT PARK","88.4","15.2","58317","76.1","1.9","1","5.2","22.1","35","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-05-04","May","2000","CALIFORNIA","SANTA ROSA","85.7","12.6","61050","71","2.4","1.7","5.2","28.6","37","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-05-06","May","2000","COLORADO","AURORA","86.5","15.3","53011","61.1","15.7","1","4.9","28.7","37","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-05-06","May","2000","LOUISIANA","JACKSON","61.8","30.1","38250","43.8","53.8","0.2","0.3","1.8","54","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-05-06","May","2000","MAINE","AUGUSTA","88.5","19.7","39544","94.1","1.1","0.7","1.5","1.8","37","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-05-07","May","2000","FLORIDA","FT. PIERCE","0","0","0","0","0","0","0","0","19","ADULTS","UNARMED","UNARMED","BLACK","FALSE","MALE","1"
"2000-05-09","May","2000","ALABAMA","FORT PAYNE","67.7","19","38833","77.6","4.2","0.9","0.8","20.9","51","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-05-10","May","2000","CALIFORNIA","BIG BEAR","89.9","19.7","44024","83.3","0.7","1.6","0.8","18.9","38","ADULTS","KNIFE","MELEE","UNKNOWN","FALSE","MALE","1"
"2000-05-10","May","2000","CALIFORNIA","RIVERSIDE","78.5","18.8","57196","56.5","7","1.1","7.4","49","23","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2000-05-12","May","2000","CALIFORNIA","ANAHEIM","75.8","16.5","60752","52.7","2.8","0.8","14.8","52.8","30","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-05-12","May","2000","ILLINOIS","CHICAGO","82.3","22.3","48522","45","32.9","0.5","5.5","28.9","20","ADULTS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2000-05-12","May","2000","OREGON","PORTLAND","91.3","18","55003","76.1","6.3","1","7.1","9.4","54","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-05-14","May","2000","FLORIDA","MIAMI","73.2","28.3","31051","72.6","19.2","0.3","1","70","65","ELDERLY","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-05-14","May","2000","MINNESOTA","MINNEAPOLIS","88.6","21.9","51480","63.8","18.6","2","5.6","10.5","34","ADULTS","UNARMED","UNARMED","WHITE","TRUE","MALE","1"
"2000-05-17","May","2000","FLORIDA","TAMPA","86.6","21.8","44185","62.9","26.2","0.4","3.4","23.1","43","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-05-19","May","2000","MARYLAND","UPPER MARLBORO","97.4","0.6","85893","33.8","57.8","0.2","1.1","4.1","51","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-05-20","May","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","31","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-05-20","May","2000","MARYLAND","TEMPLE HILLS","91.8","15.2","64399","5.6","86.9","0.4","1.2","6.2","42","ADULTS","UNKNOWN","UNKNOWN","BLACK","TRUE","MALE","1"
"2000-05-21","May","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","34","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-05-24","May","2000","MASSACHUSETTS","SOMERVILLE","89.3","14.7","73106","73.9","6.8","0.3","8.7","10.6","21","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-05-24","May","2000","MONTANA","LIVINGSTON","94.7","12.7","40619","96.2","0.1","0.8","0.3","2.5","33","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-05-30","May","2000","FLORIDA","FORT MYERS","80.3","24.2","39039","54.6","32.3","0.6","1.6","20","48","ADULTS","KNIFE","MELEE","BLACK","TRUE","MALE","1"
"2000-06-01","June","2000","FLORIDA","ORLANDO","89.5","20.2","42318","57.6","28.1","0.4","3.8","25.4","19","ADULTS","UNARMED","UNARMED","UNKNOWN","FALSE","MALE","1"
"2000-06-02","June","2000","CALIFORNIA","FRESNO","75.2","29.8","41531","49.6","8.3","1.7","12.6","46.9","26","ADULTS","UNKNOWN","UNKNOWN","ASIAN","FALSE","MALE","1"
"2000-06-02","June","2000","TEXAS","PASADENA","71.5","19.9","48004","75.3","2.3","0.7","2.1","62.2","36","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","FEMALE","1"
"2000-06-03","June","2000","MINNESOTA","WOODBURY","97.3","3.5","99698","81.4","5.6","0.3","9.1","3.8","42","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2000-06-03","June","2000","MONTANA","AMSTERDAM-CHURCHILL","0","0","0","0","0","0","0","0","48","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-06-05","June","2000","LOUISIANA","JACKSON","61.8","30.1","38250","43.8","53.8","0.2","0.3","1.8","20","ADULTS","GUN","RANGED","UNKNOWN","FALSE","MALE","1"
"2000-06-06","June","2000","IDAHO","BOISE","94.3","14.3","50323","89","1.5","0.7","3.2","7.1","27","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
"2000-06-08","June","2000","CALIFORNIA","PACIFIC PALISADES","0","0","0","0","0","0","0","0","43","ADULTS","UNKNOWN","UNKNOWN","HISPANIC","FALSE","MALE","1"
"2000-06-08","June","2000","LOUISIANA","BATON ROUGE","86.7","25.6","39876","39.4","54.5","0.2","3.3","3.3","68","ELDERLY","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-06-10","June","2000","CALIFORNIA","EMPIRE","64.1","41.8","32071","54.3","0.5","1.3","1.4","54.3","38","ADULTS","GUN","RANGED","UNKNOWN","TRUE","MALE","1"
"2000-06-11","June","2000","CALIFORNIA","PLEASANTON","95.2","4.4","124759","67","1.7","0.3","23.2","10.3","25","ADULTS","GUN","RANGED","WHITE","TRUE","MALE","1"
"2000-06-12","June","2000","MINNESOTA","MINNEAPOLIS","88.6","21.9","51480","63.8","18.6","2","5.6","10.5","49","ADULTS","KNIFE","MELEE","WHITE","TRUE","FEMALE","1"
"2000-06-12","June","2000","MISSOURI","BERKELEY","87","25.4","33776","14.3","81.8","0.2","0.4","3.5","36","ADULTS","UNARMED","UNARMED","BLACK","FALSE","MALE","1"
"2000-06-14","June","2000","CALIFORNIA","LOS ANGELES","75.5","22.1","50205","49.8","9.6","0.7","11.3","48.5","47","ADULTS","UNKNOWN","UNKNOWN","BLACK","FALSE","MALE","1"
"2000-06-16","June","2000","TEXAS","GARLAND","76.3","17.2","51970","57.5","14.5","0.8","9.4","37.8","27","ADULTS","UNKNOWN","UNKNOWN","WHITE","FALSE","MALE","1"
"2000-06-18","June","2000","ILLINOIS","CHICAGO","82.3","22.3","48522","45","32.9","0.5","5.5","28.9","17","TEENAGERS","GUN","RANGED","BLACK","FALSE","MALE","1"
"2000-06-22","June","2000","WASHINGTON","SEATTLE","93.4","13.5","70594","69.5","7.9","0.8","13.8","6.6","25","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","FALSE","MALE","1"
"2000-06-23","June","2000","IDAHO","IDAHO FALLS","90.2","15.9","44580","89.3","0.7","1","1","12.9","48","ADULTS","UNKNOWN","UNKNOWN","UNKNOWN","TRUE","MALE","1"
"2000-06-25","June","2000","KENTUCKY","LOUISVILLE","0","0","0","0","0","0","0","0","37","ADULTS","UNKNOWN","UNKNOWN","BLACK","TRUE","MALE","1"
"2000-06-26","June","2000","NEW MEXICO","ALBUQUERQUE","89","19.2","47030","69.7","3.3","4.6","2.6","46.7","19","ADULTS","GUN","RANGED","HISPANIC","FALSE","MALE","1"
"2000-06-27","June","2000","ARIZONA","TUCSON","84.2","25.3","37149","69.7","5","2.7","2.9","41.6","31","ADULTS","GUN","RANGED","WHITE","FALSE","MALE","1"
